"id_car_option","name"
"2467","Накладки на арки (молдинги)"
"2468","Комплект сидений DaeWon"
"2469","Установочный комплект \""откидные сиденья в багажном отделении кожа\"""
"2470","Установочный комплект \""откидные сиденья в багажном отделении ткань\"""
"2471","Контейнер запасного колеса (пластик)"
"2472","Элементы приборной панели"
"2473","Шторка в багажнике"
"2474","Ручная регулировка водительского сиденья в 8 направлениях"
"2475","Аудиосистема (радио + CD)"
"2476","Задний парктроник с цифровым дисплеем на салонном зеркале"
"2477","Антенна на стекле"
"2479","Задние замки дверей с защитой от детей"
"2480","Трехточечные ремни безопасности задние"
"2481","Регулируемые ремни безопасности передних пассажиров"
"2482","EBD (Система электронного распределения тормозных усилий)"
"2484","Светодиодные фонари заднего хода"
"2486","Задние сидения, складывающиеся в пропорции 60/40, с центральным подлокотником"
"2487","Электронные часы"
"2488","Боковые зеркала складные с ручным управлением"
"2489","Дистанционное открывание лючка топливного бака"
"2490","Антиобледенитель"
"2491","Обогреватель"
"2492","Преднатяжитель ремня безопасности водителя"
"2493","Трехточечный ремень безопасности водителя"
"2494","Шины 175/70 R14"
"2495","Прикуриватель передний"
"2496","Приборная панель эконом"
"2497","Центральная консоль с подлокотником"
"2498","Прикуриватель и пепельница передние"
"2499","Приборная панель стандарт"
"2500","Поясничная опора в передних сиденьях"
"2501","Регулируемые выдвижные подголовники"
"2502","Ремни безопасности, регулируемые по высоте"
"2503","Подстаканник в подлокотнике"
"2504","Ниша под передним пассажирским сиденьем"
"2505","Крючки для одежды"
"2506","Передние ремни безопасности с преднатяжителями"
"2507","Шины 195/55R 15"
"2508","Держатель для очков"
"2509","Пепельница и прикуриватель задние"
"2510","Приборная панель делюкс"
"2511","Складывающиеся задние сидения 60/40"
"2512","Дополнительный высокоустановленный стоп-сигнал"
"2513","Электронная противоугонная система"
"2514","Стеклоочиститель лобового стекла прерывного действия"
"2515","Аудио (CD на 1 диск + MP3)"
"2516","Передние и задние газовые амортизаторы"
"2517","Шины 225/45 R18"
"2518","Сиденье водителя с ручной регулировкой в 4 направлениях"
"2519","Один складной ключ"
"2520","3 спицевое рулевое колесо"
"2521","Управление маршрутным компьютером на руле"
"2522","Омыватели и стеклоочистители ветрового стекла с регулируемым интервалом"
"2523","Дистанционное открытие багажника"
"2524","Электропривод багажника"
"2525","Спинка дивана заднего ряда сидений, складывающаяся в пропорции 60/40"
"2526","Упор для ноги со стороны водителя"
"2527","Вспомогательные потолочные ручки"
"2528","Антизапотеватель заднего стекла"
"2529","Задние вентиляционные отверстия и подвод тепла к задним сиденьям"
"2530","Салонный воздушный фильтр от пыльцы и пыли"
"2531","5 спикеров и 2 твитера"
"2532","Разъем USB в нижнем отделении центральной консоли"
"2533","Дисплей маршрутного компьютера на приборной панели"
"2534","Проворачивающиеся дверные замки, препятствующие взлому"
"2535","Блокировка дверей против открытия изнутри"
"2536","Крепление детского сидения Latch"
"2537","Брусья безопасности в дверях"
"2538","Преднатяжители передних ремней безопасности с ограничителями усилия"
"2539","3 точечные ремни безопасности с инерционными катушками безопасности ELR"
"2540","Ударопоглощающая конструкция кузова"
"2541","Усилитель экстренного торможения"
"2542","Напоминание о невыключенных габаритных огнях"
"2543","Предупреждение о низком уровне топлива"
"2544","Напоминание о ключе в замке зажигания (звуковой сигнал)"
"2545","Повторители указателей поворота на крыле с хромированной окантовкой"
"2546","Тонировка стекол задних дверей и заднего стекла"
"2547","Затемненные стекла"
"2548","Крепления для багажа веревочные и сеточные"
"2549","Шины"
"2550","Ручная регулировка света фар"
"2551","Стоп-сигнал на крышке багажника"
"2552","Передняя и задняя салонные лампы"
"2553","Противосолнечные козырьки с кармашками и зеркалами с подсветкой"
"2554","Подсветка в порогах передних дверей"
"2555","Тканевая отделка дверей"
"2556","Отделка рычага стояночного тормоза поливинилхлоридом"
"2557","Отделка ручки КПП поливинилхлоридом"
"2558","Салонное зеркало заднего вида с функцией \""день/ночь\"""
"2559","Электророзетка 12V в ящике и в нижнем отделении на центральной консоли"
"2560","Отделения для бутылок в передних и задних дверях"
"2561","Карманы в передних и задних дверях"
"2562","Отделение в передней панели со стороны водителя"
"2563","Ящик на центральной консоли"
"2564","Задние крючки для одежды"
"2565","Мультифункциональное рулевое колесо с подрулевыми лепестками"
"2566","Регулировка сиденья водителя в 10 направлениях"
"2567","Память настроек сиденья водителя на 3 позиции"
"2568","Электропривод переднего пассажирского сиденья в 4 направлениях"
"2569","CD-проигрыватель + Rockford Forsage"
"2570","Система удержания на подъеме"
"2571","Автоматическое включение ближнего света"
"2572","Рычаг стояночного тормоза обшитый кожей"
"2573","3 спицевое кожаное рулевое колесо"
"2574","Стеклоочистители лобового стекла 2 скоростные с функцией прерывистой работы со стеклоомывателями"
"2575","Задний стеклоочиститель со стеклоомывателем"
"2576","Полка в багажном отделении, крючки для фиксации багажа"
"2579","Потолочные ручки (сзади и со стороны переднего пассажира)"
"2580","Подвод тепла к ногам задних пассажиров"
"2581","Противопылевой антиаллергенный фильтр салона"
"2582","Автоматическое управление громкостью"
"2583","Аудиосистема CD"
"2584","Информационный дисплей (температура наружного воздуха, расход топлива, запас хода)"
"2585","Антенна на крыше сзади"
"2586","Замки дверей с повышенной устойчивостью к взлому"
"2587","Боковые подушки безопасности, встроенные в передние сиденья"
"2588","Крепления для детского сиденья ISOFIX (2 шт)"
"2589","Адаптация задних ремней безопасности для детей"
"2590","Брусья безопасности, встроенные в двери"
"2591","Энергопоглощающие элементы кузова для улучшения пассивной безопасности"
"2592","3 точечные ремни безопасности задних сидений с инерционными катушками безопасности ELR"
"2593","3 точечные ремни безопасности передних сидений с инерционными катушками безопасности ELR с возможностью регулировки по высоте"
"2594","3 точечные ремни безопасности передних сидений с преднатяжителями"
"2595","Напоминание о ключе в замке зажигания"
"2596","Сигнализатор незакрытой двери"
"2597","Сигнализатор низкого уровня топлива"
"2598","Сигнализатор непогашенных фар"
"2599","Блокировка рычага переключения АКП"
"2600","Центральные стойки кузова черного цвета"
"2601","Наружные ручки дверей, окрашенные в цвет кузова"
"2602","Зеленоватые стекла"
"2603","Декоративные колпаки"
"2604","Стальные колесные диски 15\"" с шинами 185/60"
"2626","Запасное штампованное полноразмерное колесо 15\"""
"2633","Инструмент водителя: домкрат, ключ комбинированный колесный, буксирная проушина"
"2634","Аудиосистема (FM+CD+MP3+AUX+USB+Bluetooth+Hands free), 2 динамика, антенна"
"2635","Окраска кузова пастельная или металлизированная"
"2636","Прикуриватель и переносная пепельница"
"2637","Трехточечные инерционные ремни безопасности"
"2638","Однотоновый звуковой сигнал"
"2639","Сигнализатор (зуммер) невыключенных габаритных огней"
"2640","Корректор света фар механический"
"2641","Обивка сидений: норма"
"2642","Электронная комбинация приборов"
"2643","Инструмент водителя: домкрат, ключ комбинированный колесный"
"2644","Аудиоподготовка (кабель+антенна)"
"2645","Отделка интерьера в цвете: карбон"
"2646","Обивка сидений: стандарт"
"2647","Обивка сидений: ткань"
"2648","Зеркало в солнцезащитном козырьке"
"2649","Регулирование уровня яркости подсветки органов управления, замка зажигания, приборов"
"2650","Индикация температуры наружного воздуха"
"2651","Зеркала наружные противоослепляющие"
"2652","Обтекатели порогов"
"2654","Диски колес штампованные 13\'\'"
"2655","Корректор света фар гидравлический"
"2656","Индикация времени"
"2657","Комбинация приборов с индикацией времени и температуры окружающего воздуха"
"2658","Бортовая система контроля с блоком индикации"
"2659","Диски колес стальные 13\"""
"2686","Легкосплавные диски 15\"" Riverside"
"2705","Трехточечные автоматические ремни безопасности"
"2706","Кожаный 3-спицевый руль"
"2707","Электростеклоподъемники с комфортным открыванием"
"2708","Центральный замок с дистанционным управлением, кнопка в салоне, без самоблокировки"
"2709","Комплектация Комфорт"
"2710","Климат-контроль \""Climatronic\"""
"2711","Обогрев форсунок омывателя лобового стекла"
"2712","Подогрев передних сидений с раздельной регулировкой"
"2713","Дополнительное противопыльное уплотнение дверей"
"2714","Температурный режим до -40 градусов С"
"2715","Радио RCD 320G"
"2716","Антенна AM/FM"
"2717","Разъемы USB/iPod"
"2718","Многофункциональный модуль управления аудио на руле"
"2719","Противоугонная сигнализация с контролем салона и автономной сиреной"
"2720","3 подголовника на задних сиденьях"
"2721","Трехточечный ремень безопасности для среднего пассажира на сиденье 2 ряда"
"2722","Однотональный клаксон"
"2723","Защита двигателя"
"2724","Комфортная подвеска для плохих дорог"
"2725","Бамперы в цвет кузова c хромированной окантовкой воздухозаборника"
"2726","Окраска кузова: стандарт (Белый \""Pure\"", серый \""Urano\"")"
"2727","Наклейки для специальной версии"
"2728","Легкосплавные диски 6J x 15 Spokane (4шт.)"
"2729","Колпачки для литых дисков"
"2730","Окраска кузова черный \""Deep\"", перламутр"
"2731","Металлик: синий \""Night Blue\"", серебристый \""Reflex\"", \""Silver Leaf\"", коричневый \""Toffee\"", красный \""Wild Cherry\"""
"2732","Хромированная отделка"
"2733","Макияжное зеркало слева, с крышкой"
"2734","Макияжное зеркало справа"
"2735","Комбинация приборов со спидометром, тахометром, одометром и счетчиком суточного пробега"
"2736","Уменьшенное запасное колесо 14\"""
"2760","Потолок цельный"
"2761","Декор «Deep inox» на центральной части передней панели"
"2762","Обивка сидений тканью Victory"
"2763","Рулевое колесо, рычаги КП и стояночного тормоза с кожаной отделкой и контрастной серой прострочкой"
"2764","Манжета рычага переключения передач из искусственной кожи"
"2765","Пластиковая ручка КПП"
"2766","Пластиковый рычаг ручного тормоза"
"2767","Центральный подлокотник спереди"
"2768","Сервисный интервал 15000 км или 1 год"
"2769","Задние стекла с тонировкой"
"2770","MEDIA-IN интерфейс"
"2771","Обивка сидений тканью \""Sereni\"" с велюровыми вставками"
"2772","Многофункциональный модуль управления аудио"
"2773","Хромированные молдинги"
"2774","Обивка сидений тканью \""Livon\"""
"2775","Обивка сидений тканью \""Metropolis\"""
"2776","Легкосплавное запасное колесо"
"2777","Комфортное оборудование"
"2778","Стандартный воздушный фильтр"
"2779","Топливная система для бензинового двигателя"
"2780","Одометром и суточный счетчик"
"2781","Стандартный блок педалей"
"2782","Дисковые передние тормоза"
"2783","Корпуса зеркал и ручки дверей окрашены"
"2784","Накладки на пороги с надписью Sochi Edition"
"2785","Решетка радиатора с хромированной отделкой"
"2786","4 легкосплавных диска 6J x 15 Estrada"
"2787","Стандартная обивка багажника"
"2788","Хромированные вставки на рулевом колесе и центральной части передней панели"
"2789","Обивка сидений для специальной версии"
"2790","Внутренне зеркало заднего вида с ручным механизмом антиослепительного поднятия"
"2791","Спидометр"
"2792","Тканевые коврики спереди и сзади"
"2793","Комплект деталей исполнения для России, различные детали"
"2794","Наружные зеркала с ручной настройкой изнутри"
"2795","Пылевой фильтр"
"2796","3 трехточечных автоматических ремня безопасности на заднем сиденье"
"2797","Специальные наклейки на русском"
"2798","Окраска металлик или перламутр"
"2799","Полноразмерное стальное запасное колесо"
"2800","Заднее сиденье 3-местное, ассиметрично разделенное, складное"
"2801","Ковровое покрытие пола"
"2802","Резиновое напольное покрытие"
"2803","Блокировка ключа зажигания / стартера"
"2804","Конструкция под трансмиссию AQ 250"
"2805","Селектор выбора режимов движения"
"2806","Аккумулятор 330А (61 Ач)"
"2807","Электромеханический усилитель рулевого управления с переменной эффективностью в зависимости от скорости"
"2808","Многофункциональный руль с кожаной отделкой"
"2809","Наружные зеркала с электроуправлением, обогревом, электроскладыванием и автозатемнением"
"2810","Электропривод открывания и закрывания крышки багажника"
"2811","Передние сиденья с регулировкой по высоте, водительское сиденье - с электроприводом регулировки"
"2812","Поясничный подпор спереди, на водительском сиденье - с электроприводом и функцией массажа"
"2813","Подголовники передних сидений с регулировкой по высоте и в продольном направлении"
"2814","Система бесключевого доступа и запуска двигателя KESSY"
"2815","Сетчатая разделительная перегородка багажного отделения"
"2816","Водительское сиденье с электрорегулировками, 12-позиционное"
"2817","Обогрев передних и внешних задних сидений"
"2818","Передние сиденья с функцией активной климатизации"
"2819","Аудиосистема RCD 310, 8 динамиков"
"2820","Радио RCD 310 со встроенным CD-MP3-плейером"
"2821","Многофункциональный дисплей \""Plus\"""
"2822","Антенна для разнесенного приема"
"2823","Навигационный приемник"
"2824","Разъем MEDIA-IN с кабелем USB"
"2825","Аудиосистема RCD 510"
"2826","Многофункциональный цветной дисплей \""Premium\"""
"2827","Многофункциональный дисплей \""Premium\"""
"2828","Подготовка под мобильный телефон \""Premium\"""
"2829","Сигнализация с контролем салона, автономной сиреной и защитой от буксировки"
"2830","Боковые подушки безопасности спереди и боковые подушки-шторки на весь салон"
"2831","Крепления Isofix для крепления двух детских кресел на заднем сиденье"
"2832","Трехточечные автоматические ремни безопасности спереди с преднатяжителями"
"2833","Знак аварийной остановки"
"2834","Предупреждение о непристегнутом ремне безопасности"
"2835","ESP, включая систему помощи при торможении, ABS, ASR, EDS и систему подруливания"
"2836","Электронная блокировка дифференциала (XDS)"
"2837","Датчик распознания усталости водителя"
"2838","Электронный стояночный тормоз с функцией \""Auto Hold\"""
"2840","Система ParkPilot - датчики парковки спереди и сзади"
"2841","Система автоматической парковки \""Park Assist\"", включая \""Park Pilot\"""
"2842","Камера заднего вида \""RearAssist\"""
"2843","Окраска кузова: белый \""Candy\"""
"2844","Панорамный подъемно-сдвижной люк с электроприводом"
"2845","Легкосплавные диски 18\"""
"2908","Продольные дуги на крыше, светлые"
"2909","Шины самогерметизирующиеся 225/50 R17"
"2910","Легкосплавные диски \""Canyon\"" 8J x 18, шины 225/45 и ремкомплект"
"2911","Автоматическое управление ближним светом фар, дневной свет фар, ручная функция \""Coming Home\"", автоматическая \""Leaving home\"""
"2912","Передние противотуманные фары с функцией статичного поворотного света"
"2913","Потолок серый-бежевый"
"2914","Декор Titanium Silver для приборной панели и дверей"
"2915","Декоративные вставки Titan Silver для центральной консоли"
"2916","Хромированная отделка и подсветка переключателя света, передних дефлекторов воздуховодов"
"2917","Обивка сидений Zabriski"
"2918","Комфортные сиденья спереди"
"2919","Проем в спинке заднего сиденья с центральным подлокотником сзади"
"2920","Противосолнечные козырьки с зеркалом, подсветкой, меткой \""Airbag\"""
"2921","Декор педалей из нержавеющей стали"
"2922","Вставки под кожу в отделке дверей"
"2923","Обивка сидений тканью \""Silversprint\"""
"2924","Центральная часть и внутренние боковины сидений - кожа \""Vienna\"""
"2925","Рекуперация"
"2926","Блок приборов с электронным спидометром, тахометром, одометром и суточным счетчиком"
"2927","Трансформируемый пол в багажном отделении"
"2928","Защита края багажника"
"2929","Наружные зеркала с электроприводом настройки, раздельным подогревом"
"2930","3 подголовника на задних сиденьях, регулируемые по высоте"
"2931","Активный угольный фильтрующий элемент"
"2932","Центральный замок без функции Safelock, с ДУ, 2 ключами, функцией комфортного старта Press&Drive"
"2933","Боковые подушки для водителя и переднего пассажира"
"2934","Декоративная защита спереди"
"2935","Трехточечные автоматические ремни безопасности с регулировкой по высоте и преднатяжителями спереди"
"2936","Ремни безопасности для всех сидений"
"2937","ESP, включая систему помощи при торможении, ASR, EDL, EDTC и функцию стабилизации прицепа"
"2938","Функция \""Hill Hold\"": автоматическое удержание автомобиля на подъеме тормозной системой"
"2939","Система распознавания усталости"
"2940","Черные молдинги"
"2941","Черная отделка боковых стекол"
"2942","Легкосплавные диски «Moscow» 6.5 J x 16"
"2943","Шины – 215/60 R16, оптимизированое сопротивление качению"
"2944","Передние противотуманные фары со статическим поворотным светом и хромированной отделкой"
"2945","Интерьерные светильники с задержкой выключения и режимом приглушенного света, 2 LED-лампы для чтения спереди"
"2946","Перед.вент.дефлекторы и рукоятки управления с подсветкой и хромированной отделкой"
"2947","Бежевый потолок"
"2948","Текстильная отделка багажного отделения"
"2949","Декоративные вставки «New Brushed Design» в центральной консоли"
"2950","Обивка сидений тканью «Lizard»"
"2951","Стандартные передние сидения"
"2952","Центральный подлокотник спереди с нишей и регулировкой положения"
"2953","Декоративные вставки «New Brushed Design» на торпедо и в отделке дверных панелей"
"2954","2 дефлектора вентиляции сзади"
"2955","Стальное запасное колесо"
"2958","Балонный ключ и домкрат"
"2959","3-спицевое мультифункциональное рулевое колесо с кожаной отделкой и обогревом"
"2960","Спинка переднего пассажирского сиденья полностью складная"
"2961","Климат-контроль \""Climatronic\"", трехзонный"
"2962","Слот для карт памяти формата SD"
"2963","Интерфейс для внешних носителей, AUX-IN и USB"
"2964","CD-ресивер"
"2965","Интерфейс для мобильного телефона"
"2966","Подготовка к установке мобильного телефона"
"2967","Парктроник передний и задний Park Pilot, звуковая индикация"
"2968","Камера заднего вида \""Rear Assist\"""
"2969","Боковые задние стекла и заднее стекло тонированные"
"2970","Легкосплавные диски \""Salvador\"" R GmbH 7J x 17"
"2971","Светодиодные фары ближнего и дальнего света с ходовыми огнями"
"2972","Динамический корректор фар"
"2973","Поясничная поддержка спереди"
"2974","Рукоятка рычага переключения передач с кожаной отделкой"
"2975","Поясничная поддержка спереди, с электроприводом на сидении водителя, регулировка по высоте для передних сидений"
"2976","Сиденья ergoComfort с регулировкой угла наклона и глубины положения подушки, с электрорегулировкой наклона спинки"
"2977","Декоративные вставки «Silver Diamond» на передней панели и в отделке дверных панелей"
"2978","Декоративные вставки из шлифованного алюминия на передней панели и в отделке дверных панелей"
"2979","Обивка комбинированная алькантара, боковины сидений и подлокотник – кожа «Vienna»"
"2980","3 спицевое рулевое колесо отделанное кожей"
"2981","Защитная нейлоновая сеть багажного отделения"
"2982","Механическая регулировка сиденья водителя"
"2983","Механическая регулировка пассажирского сидения в 6 направлениях"
"2984","Пульт управления сигнализацией и центральным замком, встроенный в ключ"
"2985","Технология без ключа зажигания Keyless Drive"
"2986","Держатель сумок в багажном отделении"
"2987","Зеркала заднего вида с электроприводом, подсветкой и функцией складывания"
"2988","Механическая регулировка высоты пассажирского сидения"
"2989","Электронный климат контроль (ECC)"
"2990","Термометр наружной температуры"
"2991","Система тонкой очистки воздуха (IAQS)"
"2992","Датчик влажности"
"2993","AUX разъем"
"2994","Подготовка под установку навигационной системы RTI"
"2995","Навигационная система RTI"
"2996","Подготовка под установку сабвуфера"
"2997","Разъемы USB/ iPod"
"2998","Bluetooth-система синхронизации мобильного телефона с аудиосистемой автомобиля"
"2999","Система Dead Lock (Мертвый замок)"
"3000","Противоугонная система Volvo с датчиками объема и уровня"
"3001","Блокировка замков задних дверей с электроприводом"
"3002","Секретные болты на колеса"
"3003","Подушка безопасности пассажира с функцией деактивации (PACOS)"
"3004","Боковые подушки безопасности SIPS"
"3005","Надувные занавесы безопасности IC"
"3006","Боковые стекла закаленные"
"3007","Система защиты от плетевых травм WHIPS (передние сиденья)"
"3008","Интегрированное детское сиденье сзади (по краям)"
"3009","Система динамической стабилизации и контроля тяги (DSTC)"
"3010","Функция мигания стоп-сигналов при экстренном торможении"
"3011","Интеллектуальная информационная система водителя (IDIS)"
"3012","Шасси Comfort"
"3013","Система Volvo On Call"
"3014","BLIS - Система мониторинга слепых зон"
"3015","Система автоматического выравнивания кузова Nivomat"
"3016","Спортивное шасси, пониженное"
"3017","Молдинги дверей в цвет кузова"
"3018","Нижний спойлер переднего бампера, окрашенный в цвет кузова"
"3019","Накладки порогов в цвет кузова"
"3020","Легкосплавные диски 205/55 16\"" Cordelia, шины Michelin"
"3024","Легкосплавные диски 205/50 17\"" Serapis, шины Continental"
"3026","Легкосплавные диски 195/65 15\"" ISIS, шины Michelin"
"3028","Легкосплавные диски 205/50 17\"" Zaurak DC, шины Continental"
"3084","Аудиосистема с поддержкой CD/MP3/WMA/DVD"
"3085","Многофункциональный дисплей на панели приборов"
"3086","Интеллектуальная система доступа в автомобиль и запуска двигателя"
"3087","Шторки безопасности для всех рядов сидений"
"3088","Камера заднего вида со статичными линиями разметки"
"3089","Задний спойлер с дополнительным светодиодным стоп-сигналом"
"3090","Внутренние боковые подножки для посадки в кабину и салон"
"3091","Ветровое и боковые стекла с фильтром ультрафиолетовых лучей с зеленой тонировкой"
"3092","Шины 215/65 R16"
"3093","Светодиодная подсветка потолка"
"3094","2 лампы индивидуального освещения для задних пассажиров"
"3095","Подсвечиваемые отделения в центральном подлокотнике"
"3096","Отделка салона вставками \""под дерево\"""
"3097","Отделка дверных панелей кожаными вставками"
"3098","Обивка сидений перфорированной кожей светло-бежевого цвета"
"3099","Обивка сидений перфорированной кожей темно-серого цвета Semi-aniline"
"3100","Раскладывающийся столик между сидениями второго ряда"
"3101","Электрохромное зеркало заднего вида внутри салона"
"3103","Капитанские кресла второго ряда OTTOMAN с электрорегулировкой в 4 направлениях (возможность горизонтального положения спинки)"
"3104","Мультифункциональное рулевое колесо с кожаной отделкой и вставками \""под дерево\"""
"3105","Автокорректировка угла наклона зеркал при включении задней передачи"
"3106","Сиденье водителя с электрорегулировкой в 8 направлениях"
"3107","9\"" потолочный LCD монитор для задних пассажиров с пультом управления и возможностью воспроизведения CD/DVD"
"3112","Обивка сидений перфорированной кожей"
"3113","Подсвечиваемые перчаточный ящик и отделения в центральном подлокотнике"
"3115","Внутрисалонный фильтр от пыли"
"3116","Бортовой информационный дисплей"
"3117","Задний бампер в цвет кузова"
"3118","Окрашенный в цвет кузова передний бампер"
"3119","Решетка радиатора спортивного типа"
"3120","Затемнение заднего стекла"
"3121","Затемнение боковых стекол"
"3122","Электророзетка на 12V на центральной консоли"
"3123","Система запуска двигателя кнопкой без ключа Keyless Operation System (KOS)"
"3124","Электронная кнопка открывания на двери багажника"
"3125","Кондиционер с автоматическим управлением"
"3126","Информационный дисплей (часы, температура, датчик расхода топлива)"
"3127","Замки дверей с повышенной устойчивостью к взлому (дверь со стороны водителя)"
"3128","Крепления для детского сиденья ISOFIX (3 шт.)"
"3129","Балки безопасности, встроенные в передние двери"
"3130","Встроенные балки безопасности в задних дверях"
"3131","3 точечные ремни безопасности задних сидений с инерционными катушками безопасности ELR (3 шт.)"
"3132","Преднатяжители и ограничители усилий передних ремней безопасности"
"3133","3 точечные ремни безопасности с инерционными катушками безопасности ELR (2 шт.)"
"3134","Блокировка автоматической трансмиссии при помощи ключа"
"3135","Затемненные зеленые стекла задних дверей и двери багажного отделения"
"3136","Мультипараболические фары"
"3137","Ручной корректор фар"
"3138","12V розетка на центральной консоли и в багажнике"
"3139","Запасное колесо и полноразмерный чехол с логотипом Suzuki"
"3140","Полноразмерный чехол с логотипом Suzuki"
"3141","Декоративная решетка радиатора"
"3142","7 динамиков"
"3144","Подножки боковые \""Chrom\"""
"3145","Колпак с логотипом Suzuki"
"3146","3 точечные ремни безопасности задних сидений с инерционными катушками безопасности ELR (2 шт.)"
"3147","Запасное колесо и колпак с логотипом Suzuki"
"3148","3 спицевое полиуретановое рулевое колесо"
"3149","Электропривод замков всех дверей, включая багажную дверь"
"3150","Вставки в дверях в цвет кузова"
"3151","Адаптивный электроусилитель рулевого управления"
"3152","Электрорегулировка руля по высоте и вылету с функцией памяти"
"3153","Мультифункциональное рулевое колесо с функциями управления аудио, телефоном, круиз-контролем"
"3154","Система принудительного переключения передач подрулевыми \""лепестками\"""
"3155","Многослойные шумоизолирующие стекла передних дверей"
"3156","Система активного шумоподавления ANC"
"3157","Многослойное шумоизолирующее и лобовое стекло"
"3158","Вещевое отделение с лючком в полу для пассажиров 2 ряда"
"3159","Автоматически опускающиеся зеркала, при движении задним ходом"
"3160","Импульсные электростеклоподъемники всех дверей"
"3161","Кресло водителя с электрорегулировкой в 10 направлениях"
"3162","2-позиционная поясничная поддержка кресла водителя с электроприводом"
"3163","Функция запоминания положения кресел, зеркал, рулевого колеса, установок климат-контроля"
"3164","Складывающийся третий ряд сидений"
"3165","Трехзонный автоматический климат-контроль"
"3166","Обогрев стекла задней двери \""для холодного климата\"""
"3167","Навигационная система с функцией передачи информации о загруженности дорог"
"3168","Video вход"
"3169","Функция передачи данных RDS"
"3170","Сабвуфер 20 см"
"3171","High-end усилитель звука ELS 539Вт, схема звучания 5:1"
"3172","Твитеры"
"3173","Два широкополосных передних динамика 17 см, синглы"
"3174","Центральный динамик 8 см"
"3175","Два средних динамика 17 см"
"3176","Центральный сателлитный динамик, 8 см, сингл"
"3177","Два широкополосных средних динамика 8 см, сингл"
"3178","Широкоформатный 8\"" WVGA дисплей"
"3205","Дополнительное антикоррозийное покрытие днища"
"3206","Хромированные накладки задней двери"
"3207","Цвет кузова: DARK CHERRY P. / CRYSTAL BLACK P. / OBSIDIAN BLUE P. / WHITE DIAMOND P."
"3208","Накладки бампера (переднего и заднего)"
"3209","Накладка на задний бампер"
"3210","Накладки на противотуманные фары"
"3211","Боковые пороги Style"
"3212","Боковые пороги Premium"
"3213","Спойлеры (передний и задний нижний)"
"3214","Защита боковая нижняя"
"3215","Легкосплавный диск 19\"""
"3250","Декоративные вставки из натурального дерева (Оливковый ясень)"
